"","X","species","mat.low","mat.high","mat","map.low","map.high","map","tmin.low","tmin.high","tmin","etp.low","etp.high","etp","la","sla","ssd","sm","mean_ldmc","min_ldmc","max_ldmc","shade_tol_mean","shade_tol_sd","group","new_gp"
"100",100,"Quercus chrysolepis",7.7,17.5,12.1645905420992,278.6,1497.45,736.960784313726,-5.7,6.1,0.309457900807382,83.765,135.5,106.200899653979,NA,NA,0.7,3149.20638203571,NA,NA,NA,2.5,0.5,"C","angio"
"101",101,"Quercus coccinea",8.9,16.3925,11.9589506172839,589.075,1521.3,1096.96296296296,-8.1,2.4,-2.90864197530864,58.14225,103.6515,83.5201234567901,12792.7767386667,11.80159386,0.568232420844444,1930.35033697143,NA,NA,NA,2.07,0.2,"A","angio"
"102",102,"Quercus ellipsoidalis",3.7,9.98,7.42544378698225,643.8,955.2,801.461538461538,-19.08,-7.24,-12.4650887573964,63.576,88.704,78.6427810650888,14195.7324086667,13.8641163932222,0.58,1645.9705,0.387366198,0.2826708998,0.4618511168,NA,NA,"A","angio"
"103",103,"Quercus faginea",10.1,17.7,14.6180727634839,435,905,632.965679349714,-3.1,6.9,1.88615363238461,86.1355,120.31,102.757180835051,991.618969345185,9.56061395461111,0.5929634505,1783.15333333333,0.46117208939,0.46117208939,0.46117208939,2.35,NA,"A","angio"
"104",104,"Quercus falcata",12.93,20.4,15.6929260450161,964.6,1593.8,1195.87781350482,-2.7,7.63999999999999,0.480064308681672,87.048,117.16875,99.4464561027837,5082.88505452823,10.0279950590767,0.630927468,825.370067363636,NA,NA,NA,2.5,NA,"A","angio"
"105",105,"Quercus ilex",9.5,16.8,13.195728942973,444,1303,802.240873299928,-1.7,7.8,2.71426270579814,62.98,108.66425,86.2070411317166,823.565570849237,6.44727408029279,0.59632541295,2604.04,0.367541091559547,0.0995048047230379,0.561240794998,3.02,0.19,"C","angio"
"106",106,"Quercus kelloggii",7.9,15.8,12.1942098092643,401.675,1440.3,770.626021798365,-5.9,6.2,0.145776566757493,83.5735,128.94,102.66280653951,4274.41666666667,9.39100390733333,0.615,4778.2866332,NA,NA,NA,1.55,NA,"A","angio"
"107",107,"Quercus laurifolia",16.3,23.99,21.4121212121212,1154.9,1636.8,1354.5696969697,1.41,16.06,10.1672727272727,97.253,138.151,118.437212121212,1729.31754410082,10.5739355097222,0.6185,810.4058435,NA,NA,NA,3.34,0.34,"A","angio"
"108",108,"Quercus lyrata",13.6,20.9,17.6102941176471,851.875,1597,1242.30147058824,-2.6625,8.2,2.76176470588235,86.79,124.8375,104.581985294118,7965.266965,NA,0.605,3242.60063527778,NA,NA,NA,2.97,0.03,"A","angio"
"109",109,"Quercus macrocarpa",3,20.6,11.0783099555251,495,1198.85,834.550461854259,-20.5,6,-7.57553882996921,63.9,128.369,89.5850940814232,16169.6343,14.8460075194444,0.625,5999.74122383333,0.34914648685,0.23492344705,0.4100860121,2.71,0.27,"A","angio"
"110",110,"Quercus marilandica",12.4,20.435,16.8781737193764,676.65,1606.15,1061.10987379362,-4.335,7.2,0.936822568671121,83.9595,137.3245,109.856956198961,14246.3288283333,11.260568851875,0.56,1561.613965,0.3167509632972,0.27884135472325,0.468249999999,3,NA,"A","angio"
"111",111,"Quercus michauxii",13.5,20.9,17.8280397022333,943.05,1623,1287.42431761787,-2.6,8.795,3.55558312655087,88.3015,124.284,104.803349875931,9866.98608897636,13.4163139932593,0.618699200633333,5098.21317283333,NA,NA,NA,2.22,NA,"A","angio"
"112",112,"Quercus muehlenbergii",8.1,20.6,14.818345323741,531.325,1336.4,935.190647482014,-10.1,5.5,-1.85275779376499,75.51775,128.35,102.431786570743,6645.10224711111,19.64636542,0.6,1180.18094206667,0.315646615883333,0.30496453901,0.33333333333,2.22,0.44,"A","angio"
"113",113,"Quercus nigra",14.2,22,18.5886300610094,892,1608.95,1254.5485302274,-1,10.9,4.50110926234054,92.8825,131.0595,109.924841930116,1884.45835907132,11.3156536468533,0.652026366666667,1140.31898527778,0.44,0.44,0.44,2.24,0.76,"A","angio"
"114",114,"Quercus pagoda",14.1,20.3,16.7128,1013.9,1568.8,1214.904,-2.7,7.47,1.4776,87.68,118.53625,102.825,NA,NA,NA,782.487184166667,NA,NA,NA,2.24,0.76,"A","angio"
"115",115,"Quercus petraea",7.1,12.2,9.78653452447422,576,1541,887.511222780569,-4.4,3.3,-0.61429182951796,53.5,82.58775,67.2861629808586,2862.6073715243,16.7017226221757,0.602127970833333,1325.80975308642,0.439308994299881,0.31065924312,0.600132924335378,2.73,0.27,"A","angio"
"116",116,"Quercus phellos",12.1,20.6,15.4853858784893,909,1501,1156.08374384236,-3.4,7.6,0.164860426929392,82.1985,122.06625,98.670697865353,1209.1311605,15.86704355,0.644043855,1311.74959554524,NA,NA,NA,2,NA,"A","angio"
"117",117,"Quercus pubescens",7.3,15.5,11.7651750134626,581,1358,869.529509962305,-5,5.4,0.560317716747442,64.44,100.50625,80.7815439276486,3118.99724818333,10.316727912697,NA,1845.93,0.450279103448276,0.412707,0.536,2.31,0.22,"A","angio"
"118",118,"Quercus pyrenaica",7.3,15.5,11.581768792305,441,1286.325,674.193088706804,-5.8,4.7,-0.655361596009975,71.8355,114.02,93.7912099358974,2541.13507461692,11.2756200594928,0.84,1298.55166666667,NA,NA,NA,NA,NA,"A","angio"
"119",119,"Quercus robur",5.7,12.8,8.72105871187074,528,1268,748.146095081023,-7.5,3.6,-1.96752370801988,48.73,81.46,63.2971877696332,2839.41828470236,16.7990078426915,0.628679238267857,2332.29257692308,0.388202790204005,0.283,0.4293055,2.45,0.28,"A","angio"
"120",120,"Quercus rubra",6.2,14.4,10.0383496107573,558,1344,847.34661004954,-13.4,3.6,-1.63860721868365,55.1,91.2295,68.1754654025754,6898.34677272201,16.5723078680605,0.586988698525,2617.73816607619,0.313178649006178,0.27578475336,0.419331823825643,2.75,0.18,"A","angio"
"121",121,"Quercus stellata",11.9975,20.5,16.851511627907,739.95,1454,1036.02848837209,-4.2,6.30249999999999,0.939302325581395,84.57975,137.5,109.080773255814,6219.2285588,11.1264453246667,0.710775772333333,1194.08261883333,0.316166116613333,0.30666666667,0.325,2.16,0.45,"A","angio"
"122",122,"Quercus suber",13.7,18.4,16.452265122779,511,980.774999999994,701.634210421242,1.6,9.1,5.51524216410461,92.17,122.75,105.199545565249,767.267026709091,10.5083544883939,0.668546627333333,3267.92633333333,0.517266718462383,0.495830237818677,0.552346207220412,NA,NA,"C","angio"
"123",123,"Quercus velutina",7.7,16.95,11.530999146029,756.25,1465,1079.80358667805,-11.2,1.875,-4.73945345858241,69.93475,108.79,85.8561945392491,11424.4027741351,14.0337266968148,0.615,2057.87179190476,0.304917962215263,0.26363636364,0.40455840456,2.72,0.22,"A","angio"
"124",124,"Quercus virginiana",15.5,24,20.6628664495114,770,1603,1265.97502714441,1.9,16.1,8.48501628664495,101.7155,140.6945,119.151670281996,1632.599353,6.78464275314762,0.901,1258.04528961111,NA,NA,NA,2.24,0.76,"C","angio"
"125",125,"Robinia pseudoacacia",7.8,15.7,11.0314799465241,489,1347,816.136470588235,-7.1,5.4,-0.450851604278075,56.92,99.7514999999999,72.3776762210196,2442.26199686556,23.5122906095783,0.691121306666667,17.8804504333333,0.334644766934817,0.27593299627,0.393404044090163,1.72,0.25,"A","angio"
"126",126,"Salix caprea",0.6,11.7,7.38445750365799,499,1554,782.147544373052,-14.5,2.8,-4.06837107958521,37.59,78.8,58.8325862575304,2065.11828704306,34.4521825259069,0.3741185672,0.106118518518519,0.338860419445538,0.236095585529,0.394676337434335,2.16,0.08,"A","angio"
"127",127,"Salix nigra",7.36,22.47,17.9685867381112,503.4,1573,960.119223040857,-12.21,9.67,2.43536503683858,77.412,140.27,112.636818486269,858.5154045,17.9,0.385,0.1085265,NA,NA,NA,1.34,0.12,"A","angio"
"128",128,"Sassafras albidum",8.8,19.3,12.6287294145931,812,1582.05,1147.0460391874,-8.1,5.7,-3.15887726890251,74.01,113.41,89.9425913461538,7004.88646205129,24.2596194114986,0.448,84.7873127783333,0.226447096119528,0.19117647059,0.26785714286,1.68,0.16,"A","angio"
"129",129,"Taxodium distichum",9.1,23.3,15.2141366378608,552,1568,991.908038480352,-5.6,13.5,2.58734713843144,57.99,129.223,91.441663133866,35.1117912833333,7.800078003,0.44374025275,90.717886717,NA,NA,NA,2.13,0.06,"B","gymno"
"130",130,"Thuja occidentalis",2.9,11.3,7.10292481977343,563,1366.65,876.870030895984,-18.9,-0.4,-9.8572605561277,51.11,88.518,70.2447312049434,7.66666666666667,8.98363151083333,0.303333333333333,1.4471556,NA,NA,NA,3.45,0.4,"D","gymno"
"131",131,"Thuja plicata",5.2,12.1,9.81875727251571,450,3134,1350.19548522225,-8.6,4.9,0.359483360484059,51.41,80.225,65.8703177916957,NA,NA,0.448041325333333,1.07875182857143,0.2715,0.245375,0.297625,4.73,0.15,"D","gymno"
"132",132,"Tilia americana",4.9,15.9,9.02944915254237,681.575,1396,966.754237288136,-16,1.3,-8.76470944309927,63.49,104.6105,78.241661622276,9925.5766409952,24.69739373825,0.36,90.8754992424242,0.241885990493333,0.21212121212,0.285035,3.98,0.15,"A","angio"
"133",133,"Tilia cordata",4.3,12.1,7.86105405101697,527,1369,750.973862231711,-11.7,2.1,-3.9869917968311,46.73,81.08,59.8672663373007,2494.8635,27.3914685801176,0.4341172036,32.7711224545455,0.358120177232447,0.28635727607362,0.403536,4.18,0.16,"A","angio"
"134",134,"Tilia platyphyllos",6.3,13.6,9.9234909402809,548,1536,875.666988313498,-6.2,3,-1.25290554304707,54.98625,88.97,69.2382208293153,5239.84266666667,31.37,0.425373361333333,87.6265277777778,0.206489,0.163041,0.24960825,4,0.2,"A","angio"
"135",135,"Triadica sebifera",16.9,23.2,19.9306424104605,582,2381.075,1241.14411597499,1.9,13.2,6.49178510517339,97.56,134.37675,114.401876065947,NA,NA,NA,133,0.40353,0.40353,0.40353,NA,NA,"C","angio"
"136",136,"Tsuga canadensis",5.1,14.3,8.78806245256424,743,1541.45,1056.59698579638,-14.2,-0.5,-8.25995879865554,61.501,95.37,74.335069933861,33.6666666666667,10.6487754091111,0.413333333333333,3.428866,NA,NA,NA,4.83,0.14,"D","gymno"
"137",137,"Tsuga heterophylla",4.8,12,9.17158077304262,583.875,3098.75,1446.01313181368,-8.1125,5.1,0.389172447968285,47.10075,79.94625,62.951315529179,16,12.17896561911,0.44,1.637859375,NA,NA,NA,4.96,0.07,"D","gymno"
"138",138,"Tsuga mertensiana",0.2425,7.6,3.93850855745721,459.85,3287,1657.97799511002,-13.0575,-1.24250000000001,-7.44278728606357,48.19375,96.09725,71.6776528117359,NA,4.32,0.51,3.980352,NA,NA,NA,4.48,0.03,"D","gymno"
"139",139,"Ulmus alata",13.7,20.5,17.1332926829268,896,1591,1214.82073170732,-3.3,7.45749999999999,1.78987804878049,91.59,131.7425,106.672512195122,1026.76666665833,21.79635778,0.665,4.012374,NA,NA,NA,3.03,0.08,"A","angio"
"140",140,"Ulmus americana",4.4,20.7,11.7635784781917,583,1338.5,956.429481056988,-16.3,7.65,-5.81368990767272,62.45,130.655,88.7190830945559,5342.72480776629,14.6322508873778,0.505,5.9104372037037,NA,NA,NA,3.14,0.12,"A","angio"
"141",141,"Ulmus minor",8.5,17.9,11.7694846040684,447,1137,735.589103637194,-3.9,5.7,1.0103586465784,59.36,107.84,77.009543946722,1833.10097142,23.787540825,0.5959899112,5.171875,0.261107597742004,0.2194565,0.34704195666,3.36,0.11,"A","angio"
"142",142,"Ulmus rubra",6.43,18.7,10.9120075046904,755.3,1467.4,1008.51031894934,-14.2,2.5,-6.96041275797373,66.511,124.526,85.4829455909944,5060.96222003922,21.0704663513987,0.525,11.0747088333333,0.243400182294851,0.1529905914,0.3154135338305,3.31,0.19,"A","angio"
