"id_allom";"dbh_cm";"bal_m2ha";"species";"order";"h_m";"cradius_m";"cratio";"crown_lad";"e";"epot"
7;30;30;"Pinus pinaster";"G";17.3646646743794;2.58487925076329;0.74511639860013;0.5;166568.751495615;166568.751495615
8;15;0;"Pinus pinaster";"G";7.97547420856942;1.55262077911945;0.704464655288999;0.5;25707.4740341554;25707.4740341554
8;15;30;"Pinus pinaster";"G";10.603073471952;1.79639686057538;0.789187874611983;0.5;49911.8518590581;49911.8518590581
8;30;0;"Pinus pinaster";"G";12.9062897302114;2.28997831803405;0.680323423662723;0.5;89499.658624633;89499.658624633
8;30;30;"Pinus pinaster";"G";17.1583951851657;2.64952647589523;0.769704937435314;0.5;172045.386434596;172045.386434596
9;15;0;"Pinus pinaster";"G";7.8729447618676;1.63005811053146;0.637183719235705;0.5;25494.1635246897;25494.1635246897
9;15;30;"Pinus pinaster";"G";10.5968483522819;1.7588896037232;0.741254109382976;0.5;46148.735304767;46148.735304767
9;30;0;"Pinus pinaster";"G";12.8423023747355;2.34914856143655;0.641010132293026;0.5;89836.5765712895;89836.5765712895
9;30;30;"Pinus pinaster";"G";17.2855183003901;2.53481330243185;0.744423191876079;0.5;160609.186675808;160609.186675808
10;15;0;"Pinus pinaster";"G";7.91008454669996;1.57537026452976;0.603077525955497;0.5;22606.3431803699;22606.3431803699
10;15;30;"Pinus pinaster";"G";10.6791792048163;1.83083117420381;0.719160869391879;0.5;48354.6742502637;48354.6742502637
10;30;0;"Pinus pinaster";"G";12.8685991596241;2.29620470037768;0.668215143378065;0.5;88795.3515101647;88795.3515101647
10;30;30;"Pinus pinaster";"G";17.3735281499497;2.66855560401201;0.772436720570911;0.5;177630.427591753;177630.427591753
11;15;0;"Pinus pinaster";"G";7.79400640080082;1.56692889093219;0.642994245486203;0.5;23768.5397414739;23768.5397414739
11;15;30;"Pinus pinaster";"G";10.6457832854685;1.76100637820157;0.739961140892142;0.5;46319.7832719884;46319.7832719884
11;30;0;"Pinus pinaster";"G";12.7473459811645;2.29502197072021;0.643385225484514;0.5;86492.0208824475;86492.0208824475
11;30;30;"Pinus pinaster";"G";17.4115180052228;2.57927998643682;0.740288819192528;0.5;165970.993110468;165970.993110468
12;15;0;"Pinus pinaster";"G";7.87643778503685;1.57151491007571;0.675299403086408;0.5;25225.416405104;25225.416405104
12;15;30;"Pinus pinaster";"G";10.6006958193092;1.77491886557622;0.774667287298285;0.5;48458.6124117013;48458.6124117013
12;30;0;"Pinus pinaster";"G";12.7927160128023;2.30245275557526;0.667023295652131;0.5;88620.6118212849;88620.6118212849
12;30;30;"Pinus pinaster";"G";17.217388730239;2.60046328976388;0.768053990318917;0.5;167659.392821367;167659.392821367
13;15;0;"Pinus pinaster";"G";7.90936033762367;1.54921656754274;0.582848023249539;0.5;20860.9230186138;20860.9230186138
13;15;30;"Pinus pinaster";"G";10.6517618417058;1.73708399730464;0.67545991106708;0.5;41191.9392736745;41191.9392736745
13;30;0;"Pinus pinaster";"G";12.8655647455149;2.29828511932401;0.653523365177312;0.5;87777.4713902675;87777.4713902675
13;30;30;"Pinus pinaster";"G";17.3264241074448;2.57698916062681;0.737510990443256;0.5;164500.420789859;164500.420789859
14;15;0;"Pinus pinaster";"G";7.8667970312048;1.59656333421044;0.640715325969987;0.5;24728.836288757;24728.836288757
14;15;30;"Pinus pinaster";"G";10.6580152067162;1.70245549111366;0.756208556101545;0.5;44550.1125569776;44550.1125569776
14;30;0;"Pinus pinaster";"G";12.7991341211477;2.32365975067173;0.654962600549132;0.5;89094.8831528978;89094.8831528978
14;30;30;"Pinus pinaster";"G";17.3403947699286;2.47777662009709;0.767537638664533;0.5;157336.433661701;157336.433661701
15;15;0;"Pinus pinaster";"G";7.87466019676471;1.60285037194542;0.711950995143702;0.5;26892.337534648;26892.337534648
15;15;30;"Pinus pinaster";"G";10.6403612238824;1.80680494778546;0.795001951741234;0.5;50568.1040291027;50568.1040291027
15;30;0;"Pinus pinaster";"G";12.8088513796776;2.31101788658609;0.6457340073607;0.5;87936.0300134235;87936.0300134235
15;30;30;"Pinus pinaster";"G";17.3075157704949;2.60508318492415;0.740929507698213;0.5;167770.616555742;167770.616555742
16;15;0;"Pinus pinaster";"G";7.91132525356544;1.60879224387306;0.655834527723795;0.5;25813.0413561375;25813.0413561375
16;15;30;"Pinus pinaster";"G";10.5623675840413;1.78229546474273;0.778941341594355;0.5;48818.6995689544;48818.6995689544
16;30;0;"Pinus pinaster";"G";12.8783829740271;2.32892253557597;0.66034617071867;0.5;90298.7040857398;90298.7040857398
16;30;30;"Pinus pinaster";"G";17.1938594988785;2.58008956016679;0.782374691671198;0.5;168001.740250908;168001.740250908
17;15;0;"Pinus pinaster";"G";7.90107918648138;1.6208801936199;0.662278887519845;0.5;26367.5523621251;26367.5523621251
17;15;30;"Pinus pinaster";"G";10.7015834397638;1.79019044151862;0.733578004791049;0.5;47680.927826722;47680.927826722
17;30;0;"Pinus pinaster";"G";12.8602927339712;2.34886468109408;0.659056418417316;0.5;91076.0806867339;91076.0806867339
