"","species","a1","a2","comp"
"1","Abies alba",-0.908942709877949,0.0174844996816555,0.0125720302857006
"2","Abies alba",-0.661109125738373,0.00960851494183545,0.0142468136750554
"3","Abies alba",-0.754989149169794,0.0138077849828303,0.0147070041036065
"4","Abies alba",-0.209771725179831,0.00604853356351424,0.00617790118122013
"5","Abies alba",-0.247952881202621,0.00629238971259213,0.00913684845569608
"6","Abies alba",-0.691298522245587,0.0114274438662749,0.0135312606416021
"7","Abies alba",-0.177536401168048,0.00466467349731368,0.00420835713586306
"8","Abies alba",-0.728207770858158,0.0128114736970917,0.0136611460509594
"9","Abies alba",-0.0623412703921859,0.0040262271529262,0.00650260826932254
"10","Abies alba",-0.111294984514644,0.00192413571209839,0.00504503986318337
"11","Abies alba",0.129438197773153,-0.000326896362901994,0.00137469240427577
"12","Abies alba",-0.585191637384839,0.0100010998673256,0.0112035998102846
"13","Abies alba",-0.795638457397231,0.0107425931742389,0.0196696136364824
"14","Abies alba",-0.427006827546114,0.00707904619280195,0.0142684951596821
"15","Abies alba",-0.304883960273485,0.00557137689236702,0.00804972774442463
"16","Abies alba",-0.394261035992032,0.00789142121960205,0.00964140646408858
"17","Abies alba",-0.225305612368599,0.00751318724583293,0.00214461185342567
"18","Abies alba",-0.490172040922085,0.0115712871493346,0.00784874717616485
"19","Abies alba",-0.661263547419248,0.0102367671701922,0.0162479116300862
"20","Abies alba",-0.340163119447422,0.00610163273557243,0.00693997942439644
"21","Abies alba",-0.127189664480431,0.00398240703102569,0.00630118073215965
"22","Abies alba",-0.364514464514834,0.00937100183999355,0.0030706822494546
"23","Abies alba",-1.17006260029711,0.0181172843466842,0.0170565374273301
"24","Abies alba",-0.38464606083056,0.00861337166978243,0.00876107559463866
"25","Abies alba",-0.124453509876856,0.00197499284689694,0.00513954018223644
"26","Abies alba",-0.789667783258061,0.0122653919479419,0.013445035159378
"27","Abies alba",-0.961403677677583,0.0159344587695957,0.0153151831498661
"28","Abies alba",-0.516822787295123,0.0119352397890588,0.00743756699126714
"29","Abies alba",-0.678851306808362,0.0118963656533747,0.0117129543208705
"30","Abies alba",-0.266065694525535,0.0073683556008476,0.00644020597435205
"31","Abies alba",-0.385337625802335,0.00662271800326256,0.00679205056149018
"32","Abies alba",-0.0381901437744999,0.00204925093592275,0.00181185002822153
"33","Abies alba",-0.53528960496193,0.0105967953156441,0.00956947010771635
"34","Abies alba",-0.608434218578709,0.0111625645819106,0.00958455065100163
"35","Abies alba",-0.359381636695573,0.00890693741791538,0.00492351321708817
"36","Abies alba",-0.0176402862979709,0.000469382763589184,0.0031784296053654
"37","Abies alba",-0.576344099485149,0.0105130430147881,0.0111094054678998
"38","Abies alba",0.217826415134571,-0.00340790512978112,0.000349746539590997
"39","Abies alba",-1.24913609056763,0.0200349369453702,0.0220338436954097
"40","Abies alba",-0.621302893973692,0.00881483161797846,0.014228075895945
"41","Abies alba",-0.254152321307532,0.00450383123198429,0.00995776270190059
"42","Abies alba",-0.111387843332493,0.00503413127893192,0.000909845011450332
"43","Abies alba",-1.09660152229015,0.0157336119336199,0.0207569450569581
"44","Abies alba",-0.975120113957944,0.0177300514683769,0.015623141860329
"45","Abies alba",-0.820174489385473,0.0136866160944621,0.0114884799381506
"46","Abies alba",-0.387896574872574,0.00843337258799238,0.00754797177398752
"47","Abies alba",0.113920400296473,-0.00256148824703084,-0.00211299728295006
"48","Abies alba",-0.350268709305785,0.00532502111236404,0.0125512793349687
"49","Abies alba",-0.0486856469497022,0.00415137700050504,0.00145550314618107
