"","species","c1_total_RMSE_weighted","c1_mean_RMSE_weighted","c2_total_RMSE_weighted","c2_mean_RMSE_weighted","c1_total_RMSE_no_weighted","c1_mean_RMSE_no_weighted","c2_total_RMSE_no_weighted","c2_mean_RMSE_no_weighted","c1_total_AIC","c1_mean_AIC","c2_total_AIC","c2_mean_AIC"
"110","Populus tremuloides",326.770473781412,3.26770473781412,331.269028386512,3.31269028386512,332.325649263558,3.32325649263558,340.024017286002,3.40024017286002,3572052.24422996,35720.5224422996,3589043.4456271,35890.434456271
"111","Prunus avium",389.800016487203,3.89800016487203,387.606284914442,3.87606284914442,398.041302274034,3.98041302274034,396.724230453253,3.96724230453253,441607.481944522,4416.07481944522,440510.3670664,4405.103670664
"112","Prunus pensylvanica",303.058174169366,3.03058174169366,305.531684447539,3.05531684447539,303.058174169366,3.03058174169366,305.531684447539,3.05531684447539,62811.7586600604,628.117586600604,63065.5970217302,630.655970217302
"113","Prunus serotina",373.23368700679,3.7323368700679,374.930418774434,3.74930418774434,373.369958707224,3.73369958707224,375.215250575973,3.75215250575973,1503346.47360303,15033.4647360303,1504358.33635773,15043.5833635773
"114","Pseudotsuga menziesii",718.483886520827,7.18483886520827,708.168520818657,7.08168520818657,786.949101895749,7.86949101895749,794.614610990556,7.94614610990556,4025016.02881305,40250.1602881305,4004373.73526992,40043.7373526992
"115","Quercus alba",354.993708253773,3.54993708253773,352.199351219643,3.52199351219643,354.993708253773,3.54993708253773,352.199351219643,3.52199351219643,3395812.54613747,33958.1254613747,3384270.26435556,33842.7026435556
"116","Quercus chrysolepis",373.719093948027,3.73719093948027,373.754922665493,3.73754922665493,373.719093948027,3.73719093948027,373.754922665493,3.73754922665493,237728.944049671,2377.28944049671,237340.174635004,2373.40174635004
"117","Quercus coccinea",371.893817594798,3.71893817594798,369.643593676882,3.69643593676882,371.893817594798,3.71893817594798,369.643593676882,3.69643593676882,188944.673994796,1889.44673994796,188575.301217219,1885.75301217219
"118","Quercus ellipsoidalis",297.208779796417,2.97208779796417,297.433685362943,2.97433685362943,297.208779796417,2.97208779796417,297.433685362943,2.97433685362943,229518.682153997,2295.18682153997,229586.476469055,2295.86476469055
"119","Quercus faginea",302.989908970522,3.02989908970522,320.918189729189,3.20918189729189,302.989908970522,3.02989908970522,320.918189729189,3.20918189729189,252994.492884178,2529.94492884178,259047.356883541,2590.47356883541
"120","Quercus falcata",341.914232927304,3.41914232927304,339.358632646651,3.39358632646651,341.914232927304,3.41914232927304,339.358632646651,3.39358632646651,609893.360924637,6098.93360924637,608843.98006254,6088.4398006254
"121","Quercus ilex",215.30355255564,2.1530355255564,235.600247166697,2.35600247166697,269.163571053421,2.69163571053421,329.28126274356,3.2928126274356,1124519.7935837,11245.197935837,1170801.37348441,11708.0137348441
"122","Quercus kelloggii",452.729329610392,4.52729329610392,456.616130587451,4.56616130587451,452.729329610392,4.52729329610392,456.616130587451,4.56616130587451,363516.584826003,3635.16584826003,363460.071414181,3634.60071414181
"123","Quercus laurifolia",351.788753337644,3.51788753337644,351.242668191515,3.51242668191515,351.788753337644,3.51788753337644,351.242668191515,3.51242668191515,258631.90793359,2586.3190793359,258186.91396697,2581.8691396697
"124","Quercus lyrata",369.206489141547,3.69206489141547,372.251428194674,3.72251428194673,369.206489141547,3.69206489141547,372.251428194674,3.72251428194673,87646.1619185048,876.461619185048,87801.8428626493,878.018428626493
"125","Quercus macrocarpa",354.86597534892,3.5486597534892,361.691446089254,3.61691446089254,354.86597534892,3.5486597534892,361.691446089254,3.61691446089254,292322.925250187,2923.22925250187,294581.278165074,2945.81278165074
"126","Quercus marilandica",291.22942605595,2.9122942605595,294.798044882454,2.94798044882454,291.22942605595,2.9122942605595,294.798044882454,2.94798044882454,160858.008155251,1608.58008155251,161898.897957864,1618.98897957864
