"","species","c1_total_RMSE_weighted","c1_mean_RMSE_weighted","c2_total_RMSE_weighted","c2_mean_RMSE_weighted","c1_total_RMSE_no_weighted","c1_mean_RMSE_no_weighted","c2_total_RMSE_no_weighted","c2_mean_RMSE_no_weighted","c1_total_AIC","c1_mean_AIC","c2_total_AIC","c2_mean_AIC"
"127","Quercus michauxii",387.601097895244,3.87601097895245,382.612001264807,3.82612001264807,387.601097895244,3.87601097895245,382.612001264807,3.82612001264807,1860666.15563815,18606.6615563815,1851640.12926259,18516.4012926259
"128","Quercus muehlenbergii",388.777127819664,3.88777127819664,382.641359766133,3.82641359766133,388.777127819664,3.88777127819664,382.641359766133,3.82641359766133,281189.967900814,2811.89967900814,279459.368412234,2794.59368412234
"129","Quercus nigra",351.847427049064,3.51847427049064,355.433431330383,3.55433431330383,351.847427049064,3.51847427049064,355.433431330383,3.55433431330383,834559.985892319,8345.59985892319,837286.841380547,8372.86841380547
"130","Quercus pagoda",372.253021000832,3.72253021000832,372.716725404734,3.72716725404734,372.253021000832,3.72253021000832,372.716725404734,3.72716725404734,163357.932800771,1633.57932800771,163270.709603649,1632.70709603649
"131","Quercus petraea",444.365729603378,4.44365729603378,434.861595579952,4.34861595579952,449.17922199271,4.4917922199271,439.438239986279,4.39438239986279,4457160.00067346,44571.6000067346,4420679.64590883,44206.7964590883
"132","Quercus phellos",374.830014261849,3.74830014261849,377.454875465019,3.77454875465019,374.830014261849,3.74830014261849,377.454875465019,3.77454875465019,178772.051649811,1787.72051649811,179063.477124164,1790.63477124164
"133","Quercus pubescens",377.838149828429,3.77838149828429,381.222688911387,3.81222688911387,377.838149828429,3.77838149828429,381.222688911387,3.81222688911387,710085.539715881,7100.85539715881,711473.762372432,7114.73762372432
"134","Quercus pyrenaica",407.367603732608,4.07367603732608,421.464275469294,4.21464275469294,498.827865772902,4.98827865772902,507.324904996482,5.07324904996482,591956.73553817,5919.5673553817,599180.380408065,5991.80380408065
"135","Quercus robur",445.010657149896,4.45010657149896,445.127354474805,4.45127354474805,445.751831840607,4.45751831840607,445.719245966389,4.45719245966389,5566255.6570411,55662.556570411,5562930.44234682,55629.3044234682
"136","Quercus rubra",374.609229745403,3.74609229745403,372.19704626714,3.7219704626714,376.46664341632,3.7646664341632,374.415448685633,3.74415448685633,2572673.24177821,25726.7324177821,2565582.58746187,25655.8258746187
"137","Quercus stellata",350.277854455139,3.50277854455139,351.273000923409,3.51273000923409,350.277854455139,3.50277854455139,351.273000923409,3.51273000923409,1273369.78057607,12733.6978057607,1274101.91917334,12741.0191917334
"138","Quercus suber",207.60077350865,2.0760077350865,217.194391898477,2.17194391898477,207.916414426708,2.07916414426708,217.894109403185,2.17894109403185,617444.53394678,6174.4453394678,630564.172785257,6305.64172785257
"139","Quercus velutina",371.803467315787,3.71803467315787,368.796646658786,3.68796646658786,371.803467315787,3.71803467315787,368.796646658786,3.68796646658786,1707507.73582529,17075.0773582529,1702767.88288393,17027.6788288393
"140","Quercus virginiana",314.074378671162,3.14074378671162,328.884437259374,3.28884437259374,314.074378671162,3.14074378671162,328.884437259374,3.28884437259374,196536.355769982,1965.36355769982,199637.008370237,1996.37008370237
"141","Robinia pseudoacacia",425.667858794438,4.25667858794438,429.909319928097,4.29909319928097,429.503329303564,4.29503329303564,433.135825333905,4.33135825333905,830205.983545178,8302.05983545178,831111.935055001,8311.11935055001
"142","Sabal palmetto",361.339546482036,3.61339546482036,360.978919437463,3.60978919437463,361.339546482036,3.61339546482036,360.978919437463,3.60978919437463,66659.967342546,666.59967342546,66471.6257258942,664.716257258942
"143","Salix",413.809118280654,4.13809118280654,429.695927790688,4.29695927790688,424.624929128287,4.24624929128287,439.469391061717,4.39469391061717,79127.797500587,791.27797500587,80597.8721709088,805.978721709088
"144","Salix caprea",353.358886955709,3.53358886955709,352.169136762234,3.52169136762234,353.610211825818,3.53610211825818,352.084360500643,3.52084360500643,233064.123822318,2330.64123822318,233633.802324293,2336.33802324292
"145","Salix nigra",432.546304223035,4.32546304223035,438.063650690204,4.38063650690204,432.546304223035,4.32546304223035,438.063650690204,4.38063650690204,161907.320938867,1619.07320938867,162711.239040081,1627.11239040081
"146","Sassafras albidum",392.68235489736,3.9268235489736,391.679468970329,3.91679468970329,392.68235489736,3.9268235489736,391.679468970329,3.91679468970329,389347.196906772,3893.47196906772,388855.500660288,3888.55500660288
"147","Sorbus aria",330.93948176642,3.3093948176642,330.761876474324,3.30761876474324,331.598636348784,3.31598636348784,331.427072114022,3.31427072114022,68282.070588415,682.82070588415,67901.8768879514,679.018768879514
"148","Sorbus aucuparia",306.653117266438,3.06653117266438,300.438175630136,3.00438175630136,309.190874692164,3.09190874692164,302.39740874778,3.0239740874778,29481.3936545209,294.813936545209,29375.9974217212,293.759974217212
"149","Sorbus torminalis",279.575021238071,2.7957502123807,274.306187992855,2.74306187992855,279.923576596337,2.79923576596337,274.294224523827,2.74294224523827,83208.1602591378,832.081602591378,82650.0207582494,826.500207582494
"150","Taxodium distichum",400.359304089067,4.00359304089067,406.880007708678,4.06880007708678,400.359304089067,4.00359304089067,406.880007708678,4.06880007708678,316833.282186624,3168.33282186625,317656.243302085,3176.56243302085
"151","Thuja occidentalis",203.770852263513,2.03770852263513,202.271554500656,2.02271554500656,204.243327804414,2.04243327804414,202.484086765952,2.02484086765952,1573160.34491866,15731.6034491866,1566394.46956803,15663.9446956802
"152","Thuja plicata",583.859154056719,5.83859154056719,576.356503586288,5.76356503586288,583.859154056719,5.83859154056719,576.356503586288,5.76356503586288,418548.117752077,4185.48117752077,417233.114303803,4172.33114303803
"153","Tilia americana",391.572797965787,3.91572797965787,396.050838298588,3.96050838298588,398.518182889591,3.98518182889591,404.173416403442,4.04173416403442,990828.075451551,9908.2807545155,992277.373200406,9922.77373200406
"154","Tilia cordata",376.34528629147,3.7634528629147,375.468383076836,3.75468383076836,376.271940806529,3.76271940806529,375.305601064749,3.75305601064749,158681.233635604,1586.81233635604,158717.487421066,1587.17487421066
"155","Tilia platyphyllos",367.231383162747,3.67231383162747,365.890571132097,3.65890571132097,368.647543919975,3.68647543919975,366.392669569788,3.66392669569788,121199.205659747,1211.99205659747,120774.79414178,1207.7479414178
"156","Triadica sebifera",286.599167101064,2.86599167101065,292.556021537045,2.92556021537045,286.599167101064,2.86599167101065,292.556021537045,2.92556021537045,111986.131250615,1119.86131250615,112504.346277222,1125.04346277222
"157","Tsuga canadensis",332.762651564713,3.32762651564713,332.645343438955,3.32645343438955,335.779048367737,3.35779048367737,335.448174531824,3.35448174531824,1504172.21849171,15041.7221849171,1503017.28710974,15030.1728710974
"158","Tsuga heterophylla",677.046003183451,6.77046003183451,663.869381048631,6.63869381048631,685.649651772509,6.85649651772509,671.405893449129,6.71405893449129,1564957.71816467,15649.5771816467,1556502.25778147,15565.0225778147
"159","Tsuga mertensiana",510.4315964406,5.104315964406,513.542296748586,5.13542296748586,510.572669855581,5.10572669855581,513.621368831223,5.13621368831223,534389.878420664,5343.89878420664,534177.276672284,5341.77276672284
"160","Ulmus alata",307.198970909772,3.07198970909772,309.536239978463,3.09536239978463,307.198970909772,3.07198970909772,309.536239978463,3.09536239978463,363913.210173358,3639.13210173358,365088.602587846,3650.88602587846
"161","Ulmus americana",329.945229434168,3.29945229434168,332.877089245152,3.32877089245152,330.307268791594,3.30307268791594,333.300337577117,3.33300337577117,995686.664101248,9956.86664101248,998869.88406762,9988.6988406762
"162","Ulmus minor",429.670329576083,4.29670329576083,412.117715693075,4.12117715693075,429.599798036427,4.29599798036427,412.079650403906,4.12079650403906,73532.4495022566,735.324495022566,72726.7867814942,727.267867814941
"163","Ulmus rubra",364.464468540781,3.64464468540781,364.765518260939,3.6476551826094,364.464468540781,3.64464468540781,364.765518260939,3.6476551826094,272265.274083412,2722.65274083412,272344.501419465,2723.44501419465
