"","species","a1","a2","comp"
"1","Abies alba",-0.46637469265516,0.00792644920035119,0.00704825893178771
"2","Abies alba",-0.108052996320117,-0.00195472213988491,0.00657855878903182
"3","Abies alba",-0.183302733267644,0.00242221265135969,0.0114716433668765
"4","Abies alba",0.0985640616675962,0.000702786391943866,0.00664419284539658
"5","Abies alba",0.141547457341551,-0.00085795272552256,0.00344765542418593
"6","Abies alba",-0.44421071493901,0.000583044213972284,0.0110058644159984
"7","Abies alba",0.182475998830487,0.00152126574325189,0.00132425479571856
"8","Abies alba",-0.580222783097836,0.000810715608976527,0.0149585709513846
"9","Abies alba",0.258094293385862,-0.00125370433602852,0.00382288810963825
"10","Abies alba",0.0392411028931022,-0.00215505251794021,0.00156974281816087
"11","Abies alba",0.35047599069232,-0.00142890251852692,0.000801822510495706
"12","Abies alba",-0.288305575204789,0.00116310408709811,0.00651919639346252
"13","Abies alba",-0.216837866879901,-0.00473553847638102,0.0149566339828066
"14","Abies alba",-0.0250568392654814,-0.00444618891466862,0.00848797445278518
"15","Abies alba",-0.115184817575836,-0.000914903877857508,0.00590707875998491
"16","Abies alba",0.0999005046660125,0.000172459497822693,0.00538155659896466
"17","Abies alba",0.0375025598330835,0.00578398578393913,0.00112964155375678
"18","Abies alba",-0.135277396559333,0.00583051743709945,0.00240399212113462
"19","Abies alba",0.00898455881266179,-0.00319606596700853,0.0131830755732014
"20","Abies alba",-0.00801019406078926,0.000499613828982784,0.00277028387430665
"21","Abies alba",0.321152585269841,-0.00116489396957662,0.00217515426717059
"22","Abies alba",-0.085857069681741,0.00684716695791721,0.00336427198334826
"23","Abies alba",-0.732853387874843,0.00457351891934554,0.012314144899241
"24","Abies alba",-0.00766024820029538,0.00174753187115705,0.0065362211723781
"25","Abies alba",-0.0573547597712008,-0.0024345102168256,0.0054817899700144
"26","Abies alba",-0.544604917311195,0.000978247315712882,0.011534658503788
"27","Abies alba",-0.507582489624769,0.00407774979554678,0.00894771545302643
"28","Abies alba",-0.219396740212571,0.00621193155499165,0.00291759801022466
"29","Abies alba",-0.271415645552003,0.00297774666160687,0.00886487510096512
"30","Abies alba",0.248398052152488,0.00254716649535379,0.00203199904852396
"31","Abies alba",-0.241461581258577,0.00107817008167915,0.00644327539168184
"32","Abies alba",-0.0320000927740808,0.00043358798629482,0.00324262565619487
"33","Abies alba",-0.0845233315345544,0.00300156934383764,0.0079334489057578
"34","Abies alba",-0.226530666858211,0.00338241754954442,0.00465650082864682
"35","Abies alba",-0.152895913955712,0.00507712325266785,0.00196980687731384
"36","Abies alba",0.382409829540615,-0.00159238256528042,-0.00536652817595147
"37","Abies alba",-0.208943630135655,0.00180712832494288,0.00667658587908685
"38","Abies alba",0.687496637058811,-0.00343248155616503,-0.00526121044027206
"39","Abies alba",-0.78617545851411,0.00222126067813349,0.0196133066046138
"40","Abies alba",-0.364247896060378,-0.00346990385848652,0.0138672692483144
"41","Abies alba",0.0438012455405281,-0.00353244462776844,0.0101436289290818
"42","Abies alba",-0.107686642319832,0.00431218141473606,0.000889644888890668
"43","Abies alba",-0.612899644106729,-9.52778439529469e-05,0.0135139351575826
"44","Abies alba",-0.667188050671071,0.00467996807497457,0.015660294841517
"45","Abies alba",-0.497834921476454,0.00456176293462407,0.0084908677242137
"46","Abies alba",-0.0174746932057377,0.00218812624054058,0.00509710728190783
"47","Abies alba",0.109067236511953,-0.000835295620240541,-0.00188874308719755
"48","Abies alba",0.0575513180058206,-0.00476283917416028,0.00847884567106138
"49","Abies alba",0.323688935281093,0.00324804788561835,-0.00195678662054693
"50","Abies alba",0.266949053891464,0.00281808652898713,0.00312567249418278
