"","species","a1","a2","comp"
"1","Abies alba",1.99400897834371,0.629324684218624,0.00555153608959907
"2","Abies alba",2.00597340358103,0.627068464324466,0.00595064958699905
"3","Abies alba",2.00444692722138,0.630641590644847,0.00514026414463785
"4","Abies alba",2.08389257827232,0.619830204039415,0.00588380127203304
"5","Abies alba",2.08622608259293,0.616982707786706,0.00630289358107212
"6","Abies alba",2.02219196907177,0.624121123611748,0.00555056408505488
"7","Abies alba",1.95178421885375,0.635188704238686,0.0051297044373318
"8","Abies alba",2.07363971592428,0.6182760636027,0.00583611962684219
"9","Abies alba",2.17252173551815,0.608946448502642,0.00684625450768413
"10","Abies alba",2.08709313327416,0.610983328098106,0.00719506418178635
"11","Abies alba",2.07426888593227,0.621764490117802,0.00551401127340232
"12","Abies alba",2.02662376644968,0.625823282644313,0.00567259137545839
"13","Abies alba",2.09246165728958,0.617703752146253,0.00614043936772557
"14","Abies alba",2.0880247428082,0.618776985563987,0.00607497578310773
"15","Abies alba",1.99571044522893,0.624771324663401,0.00590075010921838
"16","Abies alba",2.01731978181036,0.625483464350338,0.00605127674610713
"17","Abies alba",2.00030736081394,0.627407168620266,0.00616606580591878
"18","Abies alba",2.01076930224415,0.626839990544205,0.00602614053646239
"19","Abies alba",2.10094440653185,0.618728012557296,0.00565846719597632
"20","Abies alba",1.97782496727933,0.630456008227953,0.00577117128220606
"21","Abies alba",2.17365888870488,0.611225202728235,0.00552760295525821
"22","Abies alba",2.18906604371255,0.603704953307118,0.00650810529916994
"23","Abies alba",2.10329456234463,0.614643148078482,0.00577403583164901
"24","Abies alba",2.10811818890094,0.614403572838789,0.00653798677223649
"25","Abies alba",2.06589703745756,0.621647153564391,0.00557970520110912
"26","Abies alba",2.06421444404046,0.621126885128106,0.00555793247918375
"27","Abies alba",2.05187982435901,0.62578013754007,0.00553713605424374
"28","Abies alba",2.07822808178493,0.621982477549003,0.00538287372896619
"29","Abies alba",2.14059968963438,0.615039471349266,0.00611951863883643
"30","Abies alba",2.01499070777194,0.627800763070261,0.00602712061060618
"31","Abies alba",2.08443581963843,0.616623319899984,0.00619795777472067
"32","Abies alba",2.07105226555504,0.620308314671636,0.00589233597894584
"33","Abies alba",2.13258550388063,0.611767389465184,0.00598806668009126
"34","Abies alba",2.02917435730062,0.628161064893206,0.00556522363645912
"35","Abies alba",1.9842873398243,0.631443615322912,0.00564990889420256
"36","Abies alba",2.09278191163686,0.614159840550031,0.00677321322077851
"37","Abies alba",2.02578049203024,0.621639187831523,0.00626487359722996
"38","Abies alba",2.09675084372733,0.613439047471461,0.00649739994127053
"39","Abies alba",2.11921810212138,0.614790848868468,0.00585408758232312
"40","Abies alba",2.06993961355635,0.620766194153152,0.00600977463212141
"41","Abies alba",2.06480101838257,0.623549414583692,0.00556838819377393
"42","Abies alba",2.10472442034689,0.615462023255845,0.00596167403916285
"43","Abies alba",2.10370876325625,0.614869956947978,0.0066002449553314
"44","Abies alba",2.15872892711411,0.611893643373376,0.00614291930105789
"45","Abies alba",2.06103321239471,0.619291022887538,0.00605732192581379
"46","Abies alba",2.09752745053657,0.616554705624101,0.00623980034406415
"47","Abies alba",2.17087639125041,0.606002225145032,0.00669128477633382
"48","Abies alba",1.98326288896873,0.632021035860932,0.00555159194937646
"49","Abies alba",2.11898854226555,0.609318495750178,0.00654363134650132
"50","Abies alba",2.08275304511134,0.618638346904427,0.00602697589586122
"51","Abies alba",2.05294888642497,0.621233431968748,0.005834691686834
"52","Abies alba",2.18874207488307,0.604080555174382,0.00697973010722698
"53","Abies alba",2.09733461855408,0.616753655671928,0.0064330766395546
"54","Abies alba",2.10971909687586,0.619575786574098,0.00572793537973759
"55","Abies alba",2.05640063077866,0.619578827059819,0.00610283138633129
"56","Abies alba",2.11519678580561,0.619418829860279,0.00544426109523648
"57","Abies alba",2.10691131032245,0.621218183199598,0.00515694956085707
"58","Abies alba",2.06340232049409,0.620028027584811,0.00560098645904107
"59","Abies alba",2.02273695802017,0.626656010450217,0.00552950743037358
"60","Abies alba",2.07231267396023,0.620918062170562,0.00638389885873569
"61","Abies alba",2.06778969697569,0.62181428452301,0.00591078363186749
"62","Abies alba",2.0994778113659,0.617001040052152,0.00633259710798752
"63","Abies alba",2.0860362075937,0.624636807043943,0.00498676612055493
"64","Abies alba",2.10220239749647,0.614516089878181,0.00599919850806523
"65","Abies alba",2.08436427402717,0.619674149538025,0.00611815533061537
"66","Abies alba",2.04176707744719,0.625861139926574,0.00513228986547753
"67","Abies alba",1.98970463541356,0.629333478050173,0.00569004324255038
"68","Abies alba",2.08566786690605,0.618810178370442,0.005661251391257
"69","Abies alba",2.13021406493421,0.614960074427656,0.00562174727540947
"70","Abies alba",2.05730421979223,0.62523953952987,0.00508007989540528
"71","Abies alba",2.04555321834873,0.625913925449242,0.00595592594942308
"72","Abies alba",2.09302596875335,0.614352904407138,0.00690825364004082
