"","species","a1","a2","comp"
"1","Abies alba",-0.281472079124209,0.000619849021850722,0.00735635744304626
"2","Abies alba",-0.108834794831061,0.00111511897683175,0.00554972791822439
"3","Abies alba",0.0770296505096063,0.00307436007624659,-0.00182661763069121
"4","Abies alba",-0.539621669788946,0.00915356749315684,0.00622628656314987
"5","Abies alba",0.142477658004929,-0.00116489396957662,0.00217515426717059
"6","Abies alba",-0.500609276915926,0.000978247315712882,0.011534658503788
"7","Abies alba",-0.66191405359583,0.00708609575709032,0.00758816122280326
"8","Abies alba",-0.0990822873473709,0.00431218141473606,0.000889644888890668
"9","Abies alba",-0.496587034353371,0.00683234483309776,0.00749029442258137
"10","Abies alba",-0.579438695462506,0.000230911312662264,0.0124070151419475
"11","Abies alba",-0.533783453662122,0.00567645305248501,0.00794681670065724
"12","Abies alba",0.0407051373552321,-0.00179567905842391,0.00553902690011628
"13","Abies alba",-0.474338911398996,0.00114708963734914,0.0121189177467515
"14","Abies alba",-0.534023574612637,0.0056246496083164,0.00628155062423128
"15","Abies alba",-0.261492373859154,0.000401383852478067,0.0100761651577983
"16","Abies alba",-0.63826264671728,0.00128679455564686,0.0157725571237636
"17","Abies alba",-0.237809766597694,0.00180712832494288,0.00667658587908685
"18","Abies alba",-0.288868652512601,-0.00319606596700853,0.0131830755732014
"19","Abies alba",-0.176746526915298,0.00174753187115705,0.0065362211723781
"20","Abies alba",-0.0255695063661896,0.00281808652898713,0.00312567249418278
"21","Abies alba",-0.303727029243359,-0.00309269042435711,0.0128297626185592
"22","Abies alba",-0.525949913478889,-0.00130190982418977,0.013434296016906
"23","Abies alba",-0.333103030300774,-0.00473553847638102,0.0149566339828066
"24","Abies alba",-0.547074474363792,-9.52778439529469e-05,0.0135139351575826
"25","Abies alba",-0.0693400274716544,-0.00359956268899913,0.00607466684194244
"26","Abies alba",-0.412693059915389,0.00297774666160687,0.00886487510096512
"27","Abies alba",-0.334752442331515,0.00684716695791721,0.00336427198334826
"28","Abies alba",-0.391544751455159,-0.00346990385848652,0.0138672692483144
"29","Abies alba",0.172097035857188,-0.00142890251852692,0.000801822510495706
"30","Abies alba",-0.00331102504382824,-0.00476283917416028,0.00847884567106138
"31","Abies alba",0.190372084895902,-0.00166874811827471,-0.00103877750926788
"32","Abies alba",-0.447172559695316,0.00242221265135969,0.0114716433668765
"33","Abies alba",0.0737479738646817,-0.000835295620240541,-0.00188874308719755
"34","Abies alba",-0.244282525573809,0.00116310408709811,0.00651919639346252
"35","Abies alba",-0.61370671673176,0.00569706414184221,0.0102480992051504
"36","Abies alba",-0.210013519086317,0.000462508786298576,0.00689914986308274
