"","species","a1","a2"
"1","Abies alba",0.115567560511986,-0.000820538912877319
"2","Abies alba",0.0979986221784049,0.00070214427224605
"3","Abies alba",0.0799109946881545,0.00196698659686126
"4","Abies alba",0.278078092687893,-0.00332307328013693
"5","Abies alba",0.121033692733638,0.000127015833556799
"6","Abies alba",0.189580974834226,-0.00176606454579936
"7","Abies alba",0.019386400916905,0.000721845621965822
"8","Abies alba",0.435617803074818,-0.00129398841237035
"9","Abies alba",0.373530760769857,-0.00218464562857055
"10","Abies alba",0.354650299785202,-0.00394002549024986
"11","Abies alba",-0.0832281345768445,0.00503473873506721
"12","Abies alba",0.301389335498667,-0.00226388858908855
"13","Abies alba",-0.0132129330337761,0.00119771124861598
"14","Abies alba",0.0417813607133579,0.00312008485133109
"15","Abies alba",0.288813881135873,-0.00302001889045546
"16","Abies alba",0.23719509952377,0.00175635095465551
"17","Abies alba",0.241692344130394,-0.00335124132062918
"18","Abies alba",-0.0212457061217391,0.00115065635323177
"19","Abies alba",-0.000304558429415916,0.00146556601845261
"20","Abies alba",0.133735714612888,0.000762608040638022
"21","Abies alba",0.132905313740123,0.000241133664694262
"22","Abies alba",0.124628100037461,-0.000686758340229698
"23","Abies alba",0.274091897388005,0.000846063095466473
"24","Abies alba",0.206522080994003,0.000566756823779077
"25","Abies alba",0.0679279405064664,-0.00151707042862432
"26","Abies alba",0.272396028061222,-0.00241811459458375
"27","Abies alba",-0.0878313123585204,0.00321575596300003
"28","Abies alba",0.0769478717236838,0.0022471233090837
"29","Abies alba",0.0644541393029567,0.000212623564320399
"30","Abies alba",0.0163003023896957,0.00191737895650917
"31","Abies alba",-0.0908091503442754,0.00334838421170979
"32","Abies alba",-0.0771012537912561,0.00357171080804321
"33","Abies alba",0.0491157334968525,-0.000801052418138435
"34","Abies alba",0.371179679146543,-0.00254889449099074
"35","Abies alba",0.498989550452356,-0.00298987207251461
"36","Abies alba",0.185718445694932,-0.00214115904238823
"37","Abies alba",-0.00887515931771175,0.00255824832599042
"38","Abies alba",0.10217644643047,-0.000420760807295395
"39","Abies alba",-0.0364921742341289,0.00113470331094851
"40","Abies alba",0.212469765479752,-0.00308661228105961
"41","Abies alba",-0.143082794241882,0.0022816527572712
"42","Abies alba",-0.074397156760018,0.00205307656962869
"43","Abies alba",0.0591474036107493,0.00113081400143254
"44","Abies alba",0.136084799701076,-0.00213270909016514
"45","Abies alba",0.0106238522239993,5.61155776953678e-05
"46","Abies alba",0.495789193550554,-0.00517997300365522
"47","Abies alba",0.237842729889869,-0.00130351354593433
"48","Abies alba",0.122386018752781,-0.00291710084127394
"49","Abies alba",0.374757181093439,-0.0023766436335691
"50","Abies alba",-0.0601801387744692,0.00250739956994187
"51","Abies alba",0.272210385402212,-0.00414746849804143
"52","Abies alba",-0.127489557777726,0.00185306927058126
"53","Abies alba",-0.0287810830012584,0.00204922840159685
"54","Abies alba",0.397120847861442,-0.00661765789498192
"55","Abies alba",-0.168292772839726,0.00668477627946976
"56","Abies alba",0.070590853963192,-0.000357822034211647
"57","Abies alba",0.300135997372369,-0.000496008025063676
"58","Abies alba",0.0140957441476957,0.00219244332101031
"59","Abies alba",0.242628094198994,-0.00238147704369767
"60","Abies alba",0.367843520970362,-0.00467846992670667
"61","Abies alba",0.336720950619648,-0.0011949212853575
"62","Abies alba",-0.0580997020561538,0.00317876274258392
"63","Abies alba",0.0206224492057421,0.00211859993169981
"64","Abies alba",0.279011551108885,-0.0010676260302426
"65","Abies alba",-0.121334768169374,0.00268330349725292
"66","Abies alba",0.154271169833452,-0.000848278825183685
"67","Abies alba",0.313731591445657,-0.00124858969138351
"68","Abies alba",0.232271244336265,-0.00227988644159329
"69","Abies alba",0.0923813481077997,-0.00057714640039769
"70","Abies alba",0.460412676092373,-0.0077829552967944
"71","Abies alba",0.50391519828111,-0.00286336106500765
"72","Abies alba",0.29900793815373,0.000785209257230077
"73","Abies alba",0.0451904513883639,0.00132793359938509
"74","Abies alba",0.224461575322907,-0.00265293890409106
"75","Abies alba",0.435057947190822,-0.00230493524865022
"76","Abies alba",0.00555465427114389,0.00343021607238395
"77","Abies alba",0.345117383964995,-0.00386836933194156
"78","Abies alba",-0.00343033298631703,0.00319314413775521
"79","Abies alba",0.0600739021452363,0.00190710679733625
"80","Abies alba",0.242149095938142,0.0028987085492381
"81","Abies alba",0.0219795704604558,0.00303206841030907
"82","Abies alba",0.00799465158204376,0.0012797441742864
"83","Abies alba",0.0307014962330448,0.00236937920663103
"84","Abies alba",-0.0840860158346195,0.00378254132907383
"85","Abies alba",0.282356703188137,-0.000415814432723283
"86","Abies alba",0.173628451747074,-0.00103445653587443
"87","Abies alba",0.176880670067063,-0.00190150254476326
"88","Abies alba",0.346445825272115,-0.00132741680115606
"89","Abies alba",0.195267097201433,-0.000894895624753984
"90","Abies alba",-0.15305477117946,0.00494744187158865
"91","Abies alba",0.33120061391083,-0.000901399369220981
"92","Abies alba",0.420218296854115,-0.00318216029421714
"93","Abies alba",0.401392918005107,-0.00375404174630358
"94","Abies alba",0.476570426258106,-0.00323484856825808
"95","Abies alba",0.227342967171264,-0.00322137258217958
"96","Abies alba",0.686819699198868,-0.0065121044622113
"97","Abies alba",0.12020658210186,0.000731096797485818
"98","Abies alba",0.0933412200075569,-0.000301987850514054
"99","Abies alba",0.266278595854679,-0.000857121938678302
"100","Abies alba",0.216034937279706,-0.00446699401029789
"101","Abies amabilis",0.0794032531822051,-0.00132981335824615
"102","Abies amabilis",-0.0851940038975106,0.000477057359630726
"103","Abies amabilis",0.194946216384636,-0.00248938281001954
"104","Abies amabilis",0.0980574650000895,-0.00147764112880142
"105","Abies amabilis",0.00547047697529349,-0.000461172128514949
"106","Abies amabilis",0.0282229078421854,-0.000477029558307923
"107","Abies amabilis",0.0433278005040062,-0.000614283719582226
"108","Abies amabilis",0.0137220411313597,-0.000294999301857049
"109","Abies amabilis",0.120851407143707,-0.00177502142743612
"110","Abies amabilis",-0.00946033645292424,0.000283861014874823
"111","Abies amabilis",0.16970379486696,-0.00201863241586116
"112","Abies amabilis",0.0955458203287753,-0.00154658448058848
"113","Abies amabilis",0.188037483010054,-0.00241370617161078
"114","Abies amabilis",0.22960715655086,-0.00143007564627402
"115","Abies amabilis",0.0965903337074581,-0.00123943292809462
"116","Abies amabilis",0.00840136994801816,-0.000146103882710852
"117","Abies amabilis",0.042849317607379,-0.000410543302090695
"118","Abies amabilis",0.16258146666691,-0.00113024611460469
"119","Abies amabilis",0.0963073916167208,-0.0016431214183939
"120","Abies amabilis",0.133348240267046,-0.00183296993949023
"121","Abies amabilis",0.188159249003115,-0.0026273809958808
"122","Abies amabilis",0.00377821173122214,-0.000125656191878484
"123","Abies amabilis",-0.0127845538263619,-0.000124875851259604
"124","Abies amabilis",0.0231027333781691,-0.000116011675391562
"125","Abies amabilis",0.0177376487485407,-0.00012821701016801
"126","Abies amabilis",0.0404508391870004,0.000330003600724971
"127","Abies amabilis",0.0254444277058766,-0.000283587316801832
"128","Abies amabilis",0.148549786091607,-0.00172170070229591
"129","Abies amabilis",0.0581928961915978,-0.00105435005576133
"130","Abies amabilis",-0.0175344680097631,0.000447523050507383
"131","Abies amabilis",0.0863353190872998,-4.51576482976148e-05
"132","Abies amabilis",0.0902785622303285,-0.00146059546064637
"133","Abies amabilis",0.0431452445863914,-0.000669130594803787
