"","(Intercept)","mat","petp","df","logLik","AICc","delta","weight"
"1",-0.336983663269293,NA,NA,2,-34.8210384618683,74.273655871105,0,0.573363080999801
"2",-0.255820604589654,0.239723979316161,NA,3,-34.3935709816532,76.1204752966398,1.84681942553479,0.227718325901596
"3",-0.338052165796115,NA,-0.00831473630794682,3,-34.8204549668847,76.9742432671027,2.70058739599772,0.148595146056657
"4",-0.255171513500883,0.239989626085386,0.00435113271506021,4,-34.3934054001059,79.1397519766825,4.8660961055775,0.0503234470419457
