"","(Intercept)","mat","petp","df","logLik","AICc","delta","weight"
"1",-0.601404323338692,NA,NA,2,-50.2851472350483,104.923235646567,0,0.511107202038081
"2",-0.573672194810793,0.0975732604806466,NA,3,-49.8786804536739,106.484633634621,1.56139798805336,0.234130900524075
"3",-0.592692210745983,NA,0.083379328519328,3,-50.1014035529127,106.930079833098,2.00684418653086,0.187383489635884
"4",-0.570742064384493,0.122533189920282,-0.039851052256897,4,-49.862872572638,108.975745145276,4.05250949870874,0.0673784078019601
